Address,Finding count,First blocks,Last activity UTC,Latest event,Lifetime spent BTC,Spent after exposure BTC,Alternate activity address
1KVYGHFiGYCxgUr97dbhRNzbSjCzCCHSi9,1,326517,2014-10-22T20:28:39Z,spend −1 sats,0.05630002,0.00000000,
1Bg6PgVH6tz3fwoySS6dHPvfjJ3aBoKt97,1,326314,2014-10-21T14:59:47Z,"spend −100,000 sats",0.00200000,0.00000000,
1HsGj85iv22YwhioG7rLGFajbZfe6YhhBZ,1,326121,2014-10-20T04:29:09Z,"spend −100,000 sats",0.00200000,0.00000000,
1GxvWumiCPfkJeZKkPLfCxUnjoY5EHDmHs,1,325743,2014-10-17T16:21:54Z,"spend −25,000 sats",0.00050000,0.00000000,
18mKSFPRgXx4j2qNw1izuaXn2anCyMUndd,1,325376,2014-10-15T20:17:00Z,"spend −67,000 sats",0.37751167,0.00067000,
1AiRCumdLMP8ZieQK1K3pkBs2oYf55womY,1,325246,2014-10-14T06:07:42Z,"spend −51,002,193 sats",1.47002193,0.00000000,
1BW6kvu2wm7k1MWgqizfz3jj2spcUk9FrF,1,325185,2014-10-13T18:48:40Z,"spend −25,000 sats",0.00050000,0.00000000,
13K3k7Qiag1GxJ8YFySJ8jen41HbAFSnCX,1,325183,2014-10-13T18:38:38Z,spend −1 sats,0.00128262,0.00000000,
1817ZWpXpXek7WxvUQ1Seh3jEQ2KSKsRWw,1,323714,2014-10-09T20:18:26Z,spend −1 sats,5.53900001,0.00000001,
1DpLL2SEq5mLriZTCJTrTfQ4DzwhHo4h2o,1,323682,2014-10-09T20:18:26Z,"spend −10,000 sats",0.00210001,0.00030001,
12o6d3LiAQZ8MW3o4hnnZu5VPzQmNqNFN7,1,324311,2014-10-07T19:30:33Z,"spend −94,200 sats",0.00194200,0.00000000,
16CpKTDiwEyn7m7JBTrCps1YVYeWpA1Zh7,1,324299,2014-10-07T17:34:30Z,"spend −100,000 sats",0.00200000,0.00000000,
1GJhrhNqERL1yenToGF7xVA4aHiVFoUCL8,1,322799,2014-09-27T16:55:24Z,"spend −21,000 sats",0.00043000,0.00000000,
1NxmnsHBo3jn8WFPjQh2gEpMxsWg3me4k8,1,322799,2014-09-27T16:55:24Z,"spend −42,494 sats",0.00092494,0.00000000,
13WvPap6R1XjThsKog4r1DNnWUcX5QyuqT,1,322697,2014-09-26T20:26:00Z,"spend −41,582 sats",0.00083164,0.00000000,
1BSbZVFyHcFkhRjVZdXqn1j9yQz7vuGNdL,1,322302,2014-09-24T08:43:26Z,"spend −100,000 sats",0.12561349,0.00000000,
166ghxQy2Xsa4hKzUUPwjyQ3u5YytK7LhQ,1,322108,2014-09-23T01:02:06Z,"spend −100,000 sats",0.00480000,0.00000000,
1AxCq2HcT6m3AaHCzkBFWHQ3VjJN4YC7qH,1,321586,2014-09-19T22:59:59Z,"spend −118,980 sats",0.00237996,0.00000000,
1GLCXPKrey3LbKX6Xaw9Gp4oEmf9J3TNZn,1,321225,2014-09-18T18:44:35Z,"spend −10,000 sats",0.00030000,0.00010000,
12eU5K27hqHQjusTVabcooSrJqSapw7P8T,1,321372,2014-09-18T16:18:25Z,"spend −10,000 sats",0.00080000,0.00000000,
1PYwTzZZhMdaCh1QtU8LY61taUnFhuUMkX,4,321251,2014-09-18T00:45:01Z,"spend −10,000 sats",0.00111989,0.00000000,
1E5dtXc4jF2xkZy24g779RXskdjg9meHtY,1,321248,2014-09-18T00:33:42Z,"spend −100,000 sats",0.02247281,0.00000000,
1KF1mn6tsrMXx6ZUKsrRuQcFJRbQC2v6gy,1,320858,2014-09-15T19:37:42Z,"spend −20,000 sats",0.00060000,0.00000000,
16M78vHPJy9ogBPYxKhW4XNW24kjytngVS,1,320425,2014-09-13T04:50:01Z,"spend −20,000 sats",0.00070000,0.00000000,
1DXTRVgYhNYMMUps6p6yT7up9uMmrK1oZg,1,320398,2014-09-13T01:33:11Z,"spend −10,000 sats",0.00046100,0.00000000,
1LsrgVdarZ4pAWkuhhgTsqnRYQjk9bDN2Z,1,320396,2014-09-13T00:57:27Z,"spend −10,000 sats",0.00086100,0.00000000,
12YNeoUwE17CRMbDC5acVuwDBJqeL7Cbaa,1,320394,2014-09-13T00:49:31Z,"spend −34,300 sats",0.00114300,0.00000000,
15sHK5zexUDbFTzoMqpR9mrpF1t4zSW5Gh,2,320380;320381,2014-09-12T22:17:35Z,"spend −10,000 sats",0.00086797,0.00020000,
1E67TJvv4DXStTXB9Sw6CDcJMEmfPbk7nM,2,320378;320379,2014-09-12T21:57:52Z,"spend −10,000 sats",0.00080000,0.00020000,
14aLSdRD3Uab9aEA43N84beieqbuEPowKu,2,320377;320378,2014-09-12T21:56:03Z,"spend −10,000 sats",0.00100000,0.00020000,
12F6syLiyJCQdmwjWJfdGLWHbbqQVdXvYx,2,320374;320376,2014-09-12T21:37:39Z,"spend −10,000 sats",0.00150000,0.00020000,
1dRkZXogT3ymQtwPxQqsMbhT7MG7kJTV2,2,320373,2014-09-12T21:25:24Z,"spend −10,000 sats",0.00060000,0.00010000,
1MsKGedXd8FtD82tgh4X7Km8edkknfLYTP,1,320357,2014-09-12T18:50:07Z,"spend −9,417 sats",0.00019417,0.00000000,
14tVK2JhEPsZEL7yYzMNXDYQ6dG3FnzzEY,1,300636,2014-05-15T05:00:34Z,"spend −180,000 sats",0.00280000,0.00180000,
19zqrJ8K9LLQJzv5do4Di9GrWi7fAjCwcy,1,296155,2014-04-22T22:26:45Z,"spend −100,000 sats",0.00100000,0.00000000,
1JLFtLxyWMHtyL8m6HvddodkYiNBp5J7i1,1,296236,2014-04-17T02:19:14Z,"spend −100,000 sats",0.00100000,0.00000000,
1D76ha9QoxkUPLxufDoZVEzx6hH3uVJvnZ,1,292730,2014-04-04T14:55:13Z,"spend −10,000 sats",0.00340000,0.00010000,
1HgRa96fuHCde6Rie4nwhaz1hZR694X4wj,1,256124,2013-09-05T14:11:04Z,"spend −2,405,634 sats",0.18445806,0.04938952,
1M7UUR1QhTMwoEiVVWf88Dy4in23RjYdic,1,256117,2013-09-05T06:29:29Z,"spend −30,000 sats",0.00580000,0.00330000,
1GUqD7UATGzbEBrMjweP5GCTQeU51TsZbj,1,179317,2012-05-09T13:26:00Z,"spend −1,500,000 sats",0.04500000,0.00000000,
1ZBRXLZEzSukVDEDDJjtHYmrpkEGH94nS,1,179234,2012-05-08T18:36:27Z,"spend −1,500,000 sats",0.04500000,0.00000000,
16NCxA48LPKdSr5fACPnrLxgkrFnDJAzLp,1,178721,2012-05-05T13:23:49Z,"spend −1,250,000 sats",0.03750000,0.00000000,
1N2aQiQ5LjNQ3C3cKCmHHnnq65RH3zRD9B,1,178426,2012-05-03T14:21:05Z,"spend −2,500,000 sats",0.07500000,0.00000000,
196SL6bZEvBT8A9z46df54zE3rzZfXzwe8,1,175925,2012-04-16T20:01:09Z,"spend −2,500,000 sats",0.07500000,0.00000000,
1J8THH46JdkjiGYLQyPQDHVk4gtftahDUx,1,175921,2012-04-16T19:38:39Z,"spend −2,500,000 sats",0.07500000,0.00000000,
1EFET6LSLabV5KR55XqRzzhQ1rBUGTD1SQ,1,175919,2012-04-16T19:35:02Z,"spend −2,500,000 sats",0.07500000,0.00000000,
1GjDS84eNBx6QQoo7dBddvgYArSttxLYdk,1,175766,2012-04-15T16:08:12Z,"spend −2,500,000 sats",0.07500000,0.00000000,
14RJsWTjq9q2a9tNQSdpxbMaViWoXxRbjt,1,175726,2012-04-15T09:35:53Z,"spend −2,500,000 sats",0.07500000,0.00000000,
1Mjwi2LnE6oz3p8dNFXWgMpAPBs6ZpPPA2,1,175705,2012-04-15T03:33:44Z,"spend −2,500,000 sats",0.07500000,0.00000000,
1Js2D8Fj1AWQ2aB7TMtmJ6rn4bYDFtcjgF,1,175678,2012-04-14T21:38:46Z,"spend −2,500,000 sats",0.07500000,0.00000000,
1GYRDPaCm3hrzUcgfT49w7mcvoQu2Y4MmX,1,175610,2012-04-14T08:52:38Z,"spend −5,000,000 sats",0.15000000,0.00000000,
